C:\Users\user\AppData\Roaming\Python\Python313\site-packages\torchvision\models\_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
C:\Users\user\AppData\Roaming\Python\Python313\site-packages\torchvision\models\_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Using VGG19 in the optimization procedure.
L-BFGS | iteration: 000, total loss=362294200953208832.0000, content_loss=      0.0000, style loss=362294208000000000.0000, tv loss=3572966.0000
L-BFGS | iteration: 410, total loss=142690658287616.0000, content_loss=7237572656.2500, style loss=142683375000000.0000, tv loss=54893256.0000
L-BFGS | iteration: 411, total loss=141939810762752.0000, content_loss=7238985156.2500, style loss=141932521875000.0000, tv loss=54939228.0000
L-BFGS | iteration: 412, total loss=141365795094528.0000, content_loss=7240556250.0000, style loss=141358500000000.0000, tv loss=54964288.0000
L-BFGS | iteration: 413, total loss=141182067802112.0000, content_loss=7245950000.0000, style loss=141174768750000.0000, tv loss=54956664.0000
L-BFGS | iteration: 414, total loss=140767670566912.0000, content_loss=7246277343.7500, style loss=140760365625000.0000, tv loss=55000224.0000
L-BFGS | iteration: 415, total loss=140598136799232.0000, content_loss=7246027343.7500, style loss=140590828125000.0000, tv loss=55004552.0000
L-BFGS | iteration: 416, total loss=140194971910144.0000, content_loss=7245901562.5000, style loss=140187665625000.0000, tv loss=55020352.0000
L-BFGS | iteration: 417, total loss=139644905717760.0000, content_loss=7245480468.7500, style loss=139637596875000.0000, tv loss=55045560.0000
L-BFGS | iteration: 418, total loss=139207079100416.0000, content_loss=7244721875.0000, style loss=139199775000000.0000, tv loss=55089388.0000
L-BFGS | iteration: 419, total loss=138707059343360.0000, content_loss=7246600781.2500, style loss=138699750000000.0000, tv loss=55085952.0000
L-BFGS | iteration: 420, total loss=138482747965440.0000, content_loss=7245809375.0000, style loss=138475443750000.0000, tv loss=55108580.0000
L-BFGS | iteration: 421, total loss=138184650391552.0000, content_loss=7247013281.2500, style loss=138177346875000.0000, tv loss=55126156.0000
L-BFGS | iteration: 422, total loss=137741908049920.0000, content_loss=7247839062.5000, style loss=137734603125000.0000, tv loss=55154104.0000
L-BFGS | iteration: 423, total loss=137199475490816.0000, content_loss=7249936718.7500, style loss=137192165625000.0000, tv loss=55178648.0000
L-BFGS | iteration: 424, total loss=136916099923968.0000, content_loss=7249219531.2500, style loss=136908796875000.0000, tv loss=55210732.0000
L-BFGS | iteration: 425, total loss=136521751461888.0000, content_loss=7250358593.7500, style loss=136514446875000.0000, tv loss=55202632.0000
L-BFGS | iteration: 426, total loss=136324669505536.0000, content_loss=7250329687.5000, style loss=136317365625000.0000, tv loss=55219276.0000
L-BFGS | iteration: 427, total loss=135743204753408.0000, content_loss=7250803125.0000, style loss=135735900000000.0000, tv loss=55257208.0000
L-BFGS | iteration: 428, total loss=135234259517440.0000, content_loss=7252050000.0000, style loss=135226940625000.0000, tv loss=55288696.0000
L-BFGS | iteration: 429, total loss=135004831088640.0000, content_loss=7251739843.7500, style loss=134997525000000.0000, tv loss=55314948.0000
L-BFGS | iteration: 430, total loss=134666182983680.0000, content_loss=7255067968.7500, style loss=134658871875000.0000, tv loss=55301372.0000
L-BFGS | iteration: 431, total loss=134402008940544.0000, content_loss=7254807031.2500, style loss=134394693750000.0000, tv loss=55320380.0000
L-BFGS | iteration: 432, total loss=133819185233920.0000, content_loss=7254687500.0000, style loss=133811868750000.0000, tv loss=55361880.0000
L-BFGS | iteration: 433, total loss=133395971571712.0000, content_loss=7253608593.7500, style loss=133388653125000.0000, tv loss=55382624.0000
L-BFGS | iteration: 434, total loss=133152928432128.0000, content_loss=7252308593.7500, style loss=133145615625000.0000, tv loss=55410960.0000
L-BFGS | iteration: 435, total loss=132831518916608.0000, content_loss=7253816406.2500, style loss=132824203125000.0000, tv loss=55405552.0000
L-BFGS | iteration: 436, total loss=132570851311616.0000, content_loss=7254088281.2500, style loss=132563540625000.0000, tv loss=55421588.0000
L-BFGS | iteration: 437, total loss=131980234588160.0000, content_loss=7254354687.5000, style loss=131972915625000.0000, tv loss=55455800.0000
L-BFGS | iteration: 438, total loss=131359183994880.0000, content_loss=7255866406.2500, style loss=131351868750000.0000, tv loss=55499764.0000
L-BFGS | iteration: 439, total loss=132068071702528.0000, content_loss=7251851562.5000, style loss=132060768750000.0000, tv loss=55561260.0000
L-BFGS | iteration: 440, total loss=131203533373440.0000, content_loss=7254825000.0000, style loss=131196215625000.0000, tv loss=55520696.0000
L-BFGS | iteration: 441, total loss=130925056753664.0000, content_loss=7256182031.2500, style loss=130917740625000.0000, tv loss=55518624.0000
L-BFGS | iteration: 442, total loss=130549632991232.0000, content_loss=7257452343.7500, style loss=130542318750000.0000, tv loss=55536812.0000
L-BFGS | iteration: 443, total loss=130033574215680.0000, content_loss=7261208593.7500, style loss=130026253125000.0000, tv loss=55569336.0000
L-BFGS | iteration: 444, total loss=129512197062656.0000, content_loss=7263232812.5000, style loss=129504871875000.0000, tv loss=55590824.0000
L-BFGS | iteration: 445, total loss=129548142247936.0000, content_loss=7263336718.7500, style loss=129540815625000.0000, tv loss=55645652.0000
L-BFGS | iteration: 446, total loss=129363894861824.0000, content_loss=7263496093.7500, style loss=129356568750000.0000, tv loss=55618576.0000
L-BFGS | iteration: 447, total loss=129081148440576.0000, content_loss=7266589843.7500, style loss=129073828125000.0000, tv loss=55635700.0000
L-BFGS | iteration: 448, total loss=128751828467712.0000, content_loss=7266081250.0000, style loss=128744503125000.0000, tv loss=55641464.0000
L-BFGS | iteration: 449, total loss=128295572078592.0000, content_loss=7267368750.0000, style loss=128288250000000.0000, tv loss=55663880.0000
L-BFGS | iteration: 450, total loss=127910585303040.0000, content_loss=7268482031.2500, style loss=127903265625000.0000, tv loss=55698112.0000
L-BFGS | iteration: 451, total loss=127668087422976.0000, content_loss=7271464062.5000, style loss=127660753125000.0000, tv loss=55694512.0000
L-BFGS | iteration: 452, total loss=127410498437120.0000, content_loss=7271357031.2500, style loss=127403165625000.0000, tv loss=55719856.0000
L-BFGS | iteration: 453, total loss=127235260416000.0000, content_loss=7271240625.0000, style loss=127227928125000.0000, tv loss=55730744.0000
L-BFGS | iteration: 454, total loss=127009581694976.0000, content_loss=7271468750.0000, style loss=127002253125000.0000, tv loss=55741108.0000
L-BFGS | iteration: 455, total loss=126533771460608.0000, content_loss=7271801562.5000, style loss=126526443750000.0000, tv loss=55772540.0000
L-BFGS | iteration: 456, total loss=125915950481408.0000, content_loss=7273054687.5000, style loss=125908621875000.0000, tv loss=55805596.0000
L-BFGS | iteration: 457, total loss=125478761398272.0000, content_loss=7270885937.5000, style loss=125471428125000.0000, tv loss=55873488.0000
L-BFGS | iteration: 458, total loss=125114712588288.0000, content_loss=7273798437.5000, style loss=125107378125000.0000, tv loss=55875968.0000
L-BFGS | iteration: 459, total loss=124878439055360.0000, content_loss=7272948437.5000, style loss=124871109375000.0000, tv loss=55888552.0000
L-BFGS | iteration: 460, total loss=124782339162112.0000, content_loss=7273387500.0000, style loss=124775006250000.0000, tv loss=55884808.0000
L-BFGS | iteration: 461, total loss=124549731450880.0000, content_loss=7273935156.2500, style loss=124542403125000.0000, tv loss=55895176.0000
L-BFGS | iteration: 462, total loss=124045844545536.0000, content_loss=7276176562.5000, style loss=124038515625000.0000, tv loss=55919436.0000
L-BFGS | iteration: 463, total loss=123641975013376.0000, content_loss=7275304687.5000, style loss=123634640625000.0000, tv loss=55953760.0000
L-BFGS | iteration: 464, total loss=123185643126784.0000, content_loss=7276698437.5000, style loss=123178312500000.0000, tv loss=55968808.0000
L-BFGS | iteration: 465, total loss=123018617552896.0000, content_loss=7272385156.2500, style loss=123011287500000.0000, tv loss=56030960.0000
L-BFGS | iteration: 466, total loss=122652740026368.0000, content_loss=7273547656.2500, style loss=122645409375000.0000, tv loss=56031804.0000
L-BFGS | iteration: 467, total loss=122469348278272.0000, content_loss=7274135937.5000, style loss=122462015625000.0000, tv loss=56029480.0000
L-BFGS | iteration: 468, total loss=122318688878592.0000, content_loss=7275555468.7500, style loss=122311359375000.0000, tv loss=56033776.0000
L-BFGS | iteration: 469, total loss=122201055428608.0000, content_loss=7276760156.2500, style loss=122193721875000.0000, tv loss=56038808.0000
L-BFGS | iteration: 470, total loss=121902756528128.0000, content_loss=7276842968.7500, style loss=121895428125000.0000, tv loss=56064608.0000
L-BFGS | iteration: 471, total loss=121558253174784.0000, content_loss=7281203906.2500, style loss=121550915625000.0000, tv loss=56080400.0000
L-BFGS | iteration: 472, total loss=121352010858496.0000, content_loss=7279503125.0000, style loss=121344675000000.0000, tv loss=56117024.0000
L-BFGS | iteration: 473, total loss=121096930066432.0000, content_loss=7279134375.0000, style loss=121089590625000.0000, tv loss=56112928.0000
L-BFGS | iteration: 474, total loss=120940885180416.0000, content_loss=7279953906.2500, style loss=120933543750000.0000, tv loss=56121252.0000
L-BFGS | iteration: 475, total loss=120601238831104.0000, content_loss=7281246875.0000, style loss=120593896875000.0000, tv loss=56144880.0000
L-BFGS | iteration: 476, total loss=120063730384896.0000, content_loss=7281132812.5000, style loss=120056390625000.0000, tv loss=56190216.0000
L-BFGS | iteration: 477, total loss=119632664985600.0000, content_loss=7283435937.5000, style loss=119625328125000.0000, tv loss=56218536.0000
L-BFGS | iteration: 478, total loss=119893684912128.0000, content_loss=7279711718.7500, style loss=119886346875000.0000, tv loss=56269080.0000
L-BFGS | iteration: 479, total loss=119519720767488.0000, content_loss=7282213281.2500, style loss=119512378125000.0000, tv loss=56238428.0000
L-BFGS | iteration: 480, total loss=119309913292800.0000, content_loss=7282048437.5000, style loss=119302575000000.0000, tv loss=56241316.0000
L-BFGS | iteration: 481, total loss=118977137213440.0000, content_loss=7282453906.2500, style loss=118969800000000.0000, tv loss=56260480.0000
L-BFGS | iteration: 482, total loss=118536139702272.0000, content_loss=7282069531.2500, style loss=118528800000000.0000, tv loss=56273516.0000
L-BFGS | iteration: 483, total loss=118128302358528.0000, content_loss=7283390625.0000, style loss=118120959375000.0000, tv loss=56308680.0000
L-BFGS | iteration: 484, total loss=117850480050176.0000, content_loss=7284241406.2500, style loss=117843140625000.0000, tv loss=56322172.0000
L-BFGS | iteration: 485, total loss=117614978269184.0000, content_loss=7287741406.2500, style loss=117607631250000.0000, tv loss=56328868.0000
L-BFGS | iteration: 486, total loss=117808461512704.0000, content_loss=7284921093.7500, style loss=117801121875000.0000, tv loss=56391948.0000
L-BFGS | iteration: 487, total loss=117457264050176.0000, content_loss=7286641406.2500, style loss=117449915625000.0000, tv loss=56357332.0000
L-BFGS | iteration: 488, total loss=117296353771520.0000, content_loss=7286403125.0000, style loss=117289003125000.0000, tv loss=56365644.0000
L-BFGS | iteration: 489, total loss=116914152013824.0000, content_loss=7287192968.7500, style loss=116906803125000.0000, tv loss=56385696.0000
L-BFGS | iteration: 490, total loss=116718630338560.0000, content_loss=7287906250.0000, style loss=116711278125000.0000, tv loss=56386488.0000
L-BFGS | iteration: 491, total loss=116520264925184.0000, content_loss=7287879687.5000, style loss=116512912500000.0000, tv loss=56410512.0000
